id,text
usn-1798-00136,"LXVIII. As soon as a vessel of the Unitcd States shall have set sail, the commander will see that his officers dischar&e their respective duties with the greatest vjgilance and exactness. 
"
usn-1798-00137,"LXIX. He will make no useless sojourn in any port or place, but will depart thence as soon as the weather will permit to carry into effect the orders of the President. 
"
usn-1798-00138,"LXX: He will order always himself the manoeuvres, whether entering or going out of a Foreign road or port, in a gale of wind, during an action, and generally on all important occasions. 
"
usn-1798-00139,"LXXI. He will cause an account to be rendered to him every morning, as well at sea as in port, of the night watches and guards by the officers having charge of them. He will inspect the Log-book to see that it is kept conformable to the model prescribed ; he will interrogate each officer in chief of each watch, respecting the route of the ship and the way which she has made, or that he supposes she has made. 
"
usn-1798-00140,"LXXII. The officers, midshipmen, &c. embarked on board his vessel will present to him their Journals on the first day in each week, for his examination and that he may ascertain whether they are kept conformably to the model. 
"
usn-1798-00141,"LXXIII. He will apply himself to know the best trim of his vessel, and her good qualities and defects in order to make mention of them in the report which he is to remit to the Secretary for the Department of War on his return. 
"
usn-1798-00142,"LXXIV. He will keep an exact Journal of his navigation ; will make himself the necessary observations when it can be done, and will mark his route upon Charts ; he will therefore issue each evening at 8 o'clock, the route and sailing for the night, to the officer commanding the first watch, who will come to receive his orders. 
"
usn-1798-00143,"LLTI. He will take care that the sea Lieutenants and Midshipmen &c. as well as the Sailing-master, remit to him every day the result of their observations and calculations. 
"
usn-1798-00144,"LXXVI. He will exercise the men at the Cannon as often as possible, and at proper times , with a sham action, to accustom his Crew to repair to their posts with vivacity and understandingly. The officers of the several divisions of the Crew will be present at these exercises in their uniform and with their arms as in a day of action. Each officer will note upon his Journal the day on which these general and particular exercises are made. The sham-action will be made without any or but little consumption of powder. 
"
usn-1798-00145,"LXXVII. He will make every fifteen days a review of his Crew, and cause to be well attended the sick and convalescent of his vessel. 
"
usn-1798-00146,"LXXVIII. In case of being separated from the vessels of the squadron, he will assemble the officers in chief of the watch ; and after having examined the cause  of it, he will make a memorandum of it, to be signed by each of them, and remitted to the Secretary for the Department of War, at the end of the voyage or campaign. 
"
usn-1798-00147,"LXXIX. The President enjoins it upon him to protea the lawful commerce of the citizens of the United States, upon all occasions where it can be done agreeably to treaties, the laws of the United States, and laws of nations, to render secure their navigation and prevent as much as in his power wrong or in jury being done to it, without exacting from the merchant under any pretext whatever any compensation therefor or retribution for his Crew. 
"
usn-1798-00148,"LXXX. He will obey punctually the orders of the President and his superior officer in squadron or division, will be attentive to all his signals and manoeuvres at all times ; he will charge particularly an officer to superintend the signals, to give notice of those that are made, and of the movements of the commandant of the squadron and Those of the enemy. He will enjoin it upon the officer to mark upon a particular register the species of signals, the reason for them, the hour when made, and that of their execution. 
"
usn-1798-00149,"LXXXI. He will direct the officers of the watch to execute the particular movements of the vessel and general evolutions with the greatest precision. 
"
usn-1798-00150,"LXXXII. When he would board an enemy's vessel he will charge the officer next to him in rank to command the boarding, and conduct on board of the enemy the number of sailors and marines assigned for the purpose; he will see that the whole are suitably armed and conformably to the regulations for action. 
"
usn-1798-00151,"LXXXIII. Being in squadron he may not succour another vessel with sails, ammunition or necessaries, without a written order of the commandant ; but if he finds himself within reach of a vessel in danger, and which has need of prompt or immediate assistance, he may give it without waiting for the signal, and render an account of it to the commandant as soon as possible. 
"
usn-1798-00152,"LXXXIV. In case he finds himself under the necessity to retrench a part of the ration from his Crew, he will receive, if in squadron, an order prescribing it from the commandant, :and in like manner an order to re-establish the full ration. 
"
usn-1798-00153,"LXXXV. He will conduct himself during his voyage or campaign according to his instructions ; if his mission has for its object to cruize to cover the trade of the citizens of the United States, he will perform it so that there will remain to him on his return to port but fifteen days provisions for his Crew, unless he receives contrary instructions from the President, or is forced to return sooner by some unforeseen cause which cannot admit of delay. 
"
usn-1798-00154,"LXXXVI. If the too great consumption of provisions which he may suffer on board is the cause of his return into port, he will be responsible for the time that he has not kept at sea, on account of the dissipation of the provisions he has permitted, the amount of which shall be deducted from his appointments. 
"
usn-1798-00155,"LXXXVII. When two ships of the United States fall foul of each other, the conduct of the captains shall be examined by a council to be constituted by the Commodore of the squadron immediately after the event. The said council will hear evidence upon all the circumstances of the case, and will give their opinion in writing upon which fide the fault lay and whether it proceeded from negligence or incapacity. The minutes of the council to be transmitted to the Secretary for the Department of War, who will render an account of the same to the President. 
"
usn-1798-00156,"LXXXVIII. If he loses, in whatever manner it may be, a ship or vessel of the United States, which shall have been confided to him, he shall be tried by a council of war. 
"
usn-1798-00157,"LXXXIX. In case of the shipwreck of his vessel on any coast, by rocks or any other accident, his first care will be to prevent disorder and save as much of the effects as possible of the United States. He will encourage the people of his Crew and will make them pass successively to land, and will be the last to quit the vessel. 
"
usn-1798-00158,"XC. He will, being in squadron, present as often as opportunity offers, his Journal to the Commandant for inspection, and on his return from the cruize or campaign, will remit the said Journal to the Secretary for the Department of War. 
"
usn-1798-00159,"Duties of the Officer second in Command. 
"
usn-1798-00160,"CXI. The officer second in command will digest the accounts which he will cause to be furnished him each day by the officers charged with the different details including Those having the keeping of the Stores and provisions; from the whole of which he will form a Table, which he will remit every Sunday to the Captain. This Table will exhibit in columns the results of each detail, to the end, that the Captain may be weekly informed of the situation of the vessel, as it respccts Provisions, Ammunition, Rigging, situation of the Crew and Sick. 
"
usn-1798-00161,"XCII. Upon an account being rendered to him that any part pf the provisions is spoiled, or other effects rendered unserviceable, he will inform the Captain therewith, who will assemble a council composed of the officer second in command, the officer charged with the superintendance of detail of the article found viciated, and the person having charge of the provisions, he will make a record of the condemnation, which will be signed by all the members of the council. He will do the same in great losses, such as upon losing a Mast, Anchor, &c. 
"
usn-1798-00162,"XCIII. He will besides conform to all other duties assigned him by these regulations or that may be assigned him by the Captain. 
"
usn-1798-00163,"Duties of the Officers Charged with the detail of the Artillery
"
usn-1798-00164,"XCIV. The detail of the Artillery will be always confided to the sea Lieutenants ; they will have the superintendance and inspection of the Gunner, Gunner's Mates, Quarter-Gunners and Commandants of the Pieces, as well as of all objects relativ`e to the Artillery and small Arms. 
"
usn-1798-00165,"XCV. They will be charged during arming and disarming the ship or vessel, under the orders of the Captain, with the embarkation and debarkation of all effects, Ammunition and articles appertaining to the Artillery. 
"
usn-1798-00166,"XCVI. They will visit the Powder-room, Boatswain Store-room, place of Arms, Cartridge-chests, Wells, enclosures for the Ball, Grappling-irons, the Rings and Iron-work of the Port holes, the Aprons or Port-lids, and whatever appertains to the Cannon, as well as the ship's Stores and materials generally ; they will see that the room for the different utensils be!onging to the Artillery and the utensils are in order ; they will be accompanied in such visits by the Master-gunner, and will make a report to the Captain of whatever they may find badly taken care of or out of order. 
"
usn-1798-00167,"XCVII. They will obtain from the proper office a copy of the Inventory of the utensils and ammunition which is to be embarked. 
"
usn-1798-00168,"XCVIII. They will also cause the Master-gunner to calibre all the Balls which have been embarked, and will pay attention to see them placed in their proper compartments or reservoirs, and to give to each an equal number. 
"
usn-1798-00169,"XCIX. They will cause the Master-gunner to take the weight, number and length of each Cannon, as well as the mark of the forge where cast. 
"
usn-1798-00170,"C. They will make every evening at sea, and every morning, in port or harbour, a particular inspecion of the vessels batteries, to ascertain, whether they are in the condition which is required, for example, if they are neat, the carriages washed, the space between them clean and the pieces well secured. 
"
usn-1798-00171,"CI. On sight of an enemy, they will take the orders of the captain for inspecting the batteries and feeing that there is nothing wanting for an engagement. As soon, as they have ascertained these points, they will make their report to the captain. 
"
usn-1798-00172,"CII. They will direct, agreeably to the orders of the captain, the officers and cannoneers, to pay the greatest attention to the manner in which they charge their pieces, so as not to expose them to be burst by too great load ; they will watch  in consequence, that there be put in at the same time but one round ball, and one chained-ball ; or one round ball, and one packet of case shot, or two round balls according to the distance at which the enemy fight. 
"
usn-1798-00173,"CIII. The master-gunner will render each day an account of the consumption of ammunition to each lieutenant, and the Senior lieutenant will make return of the same to the captain. 
"
usn-1798-00174,"CIV. If any ammunition is spoiled or rendered unfit for service or use, by any cause whatever, after an examination made by officors charged with the detail of the artillery, in presence of the person having the particular keeping of the same, the said officer will render an account to the captain, who will assemble a council to form a report of condemnation. It is to be understood, that the article condemned is not to be thrown overboard, or otherwise consumed, if there is not danger or embarrassment from keeping it, in order that it may be remitted to the public stores on the vessels return. 
"
usn-1798-00175,"CV. The officers charged with the detail of the artillery will ascertain after an action, the quantity consumed ; he will digest a report of it, and remit it to the captain in order that he may know what ammunition remains after the action, as well as what has been expended. 
"
usn-1798-00176,"CVI. The officer appointed by the captain for that purpose will examine before the vessel enters into port, or returns from her voyage or campaign, if the powder-rooms, Cartridge and arm-chests are well swept and cleaned, and will render an account of his visit to the captain. 
"
usn-1798-00177,"Duties of the officers charged with the detail of Mastiing, Rigging, Cables, Anchors, &c. 
"
usn-1798-00178,"CVII. The officers chargcd with this detail, will have a superintendance over all objects, and over the officers or persons charged with particular parts under them, and they will render an account of the articles consumed, at stated periods as directed, which shall not exceed once a month. 
"
usn-1798-00179,"CVIII. He will make repeated and daily visits into the places where the cables, and small cordage are stowed to ascertain if every thing is in its proper state and place; they will also in port and at sea visit the cables to ascertain that they do not heat ; and pay particular attention to see that the masts, yards, &c. be kept in the best condition possible. 
"
usn-1798-00180,"CIX. Altho' the sails and apparel of the vessel have been often visited in their particular magazines, nevertheless, the officer charged with that duty, will make a new visit in presence of the magazine keeper, and the sailing master, before bringing any of them on board, or taking them to the magazine to be exchanged. 
"
usn-1798-00181,"Duties of the officer charged with the repair of the body of the vessel, and whatever concerns the detail of carpenter work and caulking. 
"
usn-1798-00182,"CX. The carpenter, master caulker, and all under their orders, will cause to be kept in repair the body of the ship, masts, spars, &c. agreeable to the orders of the captain, and render an account of any defect discovered from time to time to him. 
"
usn-1798-00183,"Duties of the officer charged with whatever has respect to the general superintendance qf the provisions and stores, and consumption of water and wood. 
"
usn-1798-00184,"CXI. The master and Purser will cause to be rendered to the captain once a month at least in writing, an account of the consumption of water and wood, comprised in a regular table.  
"
usn-1798-00185,"C. II. The master will descend frequently into the hold, where the water, provision and other stores are, to see that every thing is neatly kept and in order. He will assure himself of the justness of the accounts rendered him by his mates ; and indicate the person charged with that duty deceives him, reflecting the quantity of water and wood remaining on board th vessel, he shall be broke. The said official will have under his orders an assistant to aid him in his detail. He will himself or his assistant be always present at the disiribution of the provisions which will be made each day to the crew. 
"
usn-1798-00186,"CXIII. He will frequently visit the sick, and will see that their refreshments be not consumed by the convalescents, or others. He will be accompanied in these visits by the surgeon of the vessel. He will hear the complaints which may be made to him by the sick, and will make report thereof to the captain. 
"
usn-1798-00187,"Duties of the officers charged with the signals, and with whatever concerns the navigation of the ship, &c. 
"
usn-1798-00188,"CXIV. The officer having charge of the signals will pay the greatest attention to the same, and will be specially charged with the execution of them during an engagement. He will accordingly register Those made by the commandant of the squadron, with their answers. 
"
usn-1798-00189,"Duties of the assistant officers in details. 
"
usn-1798-00190,"CXV. The assistants in the different details of the vessel, will fulfill under the orders and in the absence of the principal, the same functions with which the principal is charged. They will pay the greatest attention to maintain order, cleanliness and discipline in the division of the crew confided to their care and conduct. 
"
usn-1798-00191,"CXVI. Every time that all hands are called to perform any duty, all the officers are required to be present upon deck to receive the orders of the captain as well as the seamen and mariners. 
"
usn-1798-00192,"Regulations, respecting the particular duties of the Watch. 
"
usn-1798-00193,"I. Each lieutenant on board of the ships of war of the United States, shall in rotation have the charge of a watch; but the captain may in cases of necessity, change this order or appoint other than a lieutenant to the duty. 
"
usn-1798-00194,"II. The first watch will commence at eight o'clock in the evening: the commandant of a squadron will cause to be transmitted to him by each captain of the squadron, a list of the distribution of the officers of the several watches, that he may know at all times the officers on watch : the captains will render also an account of any changes which may take place in the watch list. 
"
usn-1798-00195,"III. The officer of the watch, will make the roll-call of the sailors and others belonging to his watch: the next officer under his orders will be present at these roll-calls : will review his people, will range them at their respective posts, and will permit none of them to quit the deck to go to sleep, before that part of the crew which is to relieve them, have appeared on deck. 
"
usn-1798-00196,"IV. At the commencement of each watch the officer who commands it, will see that the sails are properly set, and every thing prepared for the manoeuvre, he will go the round fore and aft, accompanied with the officer whom he relieves ; he will visit, or cause to be visited the pumps at the commencement and end of his watch, (and as much oftner as necessary) to know whether the vessel makes water, and if it is necessary to pump her. 
"
usn-1798-00197,"v. The officer of the watch will never abandon the deck under any pretext whatever. An essential part of his duty is to keep the sailors always ready, and never to believe himself so secure as to have no accident to fear. It is the intention of the President therefore, that the captain shall not suffer the officers of the watch to occupy themselves in any :situation in reading, or in any other amusement which might interrupt in any manner the continual attention which they owe to the ship and their duty, under pain of being put in arrest for the first offence, and cashiered for the second. 
"
usn-1798-00198,"VI. The President strictly enjoins the captain of every vessel, to keep during the whole of the watch an under lieutenant, or where circumstances will not admit of employing an officer of this grade, a midshipman upon the fore-castle to maintain order and vigilance. 
"
usn-1798-00199,"VII. The officer commanding the watch, will always order the manoeuvres himself with a loud voice (unless the captain is present and thinks proper to direct the same) the boatswain or his mate or both will repeat the command of the officer, using the call in all customary cases. 
"
usn-1798-00200,"VIII. The officer of the watch on the commencement of night, when the vessel is in squadron, will keep up with the vessels of the squadron and particularly Those of the commandants, which indicates the route, or from which one expects signals, and the vessels at the van and rear of the line : he will place intelligent seamen to observe them, in order that in quitting his watch, he may be able to inform the officer who relieves him of their poosition, and thereby prevent separation. 
"
usn-1798-00201,"IX. If the officer who is to be relieved cannot inform the relieving officer, of the position of the commandant, or if his position be uncertain only, the relieving officer will not take charge of the watch, till after he has notified the captain therewith and recived his orders. The officer who is relieved will also make known to the relieving officer, the position of the signal vessels or repeaters, its chief leader and rear vessel; and if the ship was not at its posts or in its proper position, the relieving officer, after informing the captain with the circumstance, will order agreeable to his instructions, the manoeuvres and changes in the sails, necessary to recover 1i. 
"
usn-1798-00202,"x. The officer second in command when the captain is not on deck will cause any faults or omissions to be remedied which he may observe in the manoeuvres or position of the sails; and the officer commanding the watch will be obliged to execute his orders under the punishment of insubordination or disobedience of orders. 
"
usn-1798-00203,"I. The officer of the watch will take care that the crew perform their duty with the greatest silence, particularly in the night. The officer of the watch second in command will always pass forward to see the manouvre that may be ordered by the first officer executed, the first officer remaining on the quarter deck. 
"
usn-1798-00204,"XII. The officer of the watch shall neither change the route nor veer about, without advertising the captain of the necessity for doing it and without his orders, unless he be compelled to it in order to shun promptly an evident danger. In that case he will inform the captain of it while the manouvre is in execution. 
"
usn-1798-00205,"XIII. The officer of the watch will enter himself or cause to be entered on the log-board, &c. the route held during his watch, the winds which have prevailed, their force, the way the ship has made by knots and fathoms, the lee-way, variation, mode of sailing, distance Qf the commandant of the squadron, signals and manouvres of the commandant, &c. &c  
"
usn-1798-00206,"XIV. He will cause the log to be cast every hour, and oftener if he thinks it necessary. 
"
usn-1798-00207,"xv. On being relieved, he will communicate to the relieving officer, all the orders which he has received, will inform him of all the movements of the squadron; of the signals that have been made during his watch, and give to him every necessary knowledge respecting the position of the commandant and the van and rear vessels. 
"
usn-1798-00208,"XVI. If the vessel sails near the land, the officer of the watch will be attentive to indicate to the officer who relieves him the position of the vessel relative to the coast. 
"
usn-1798-00209,"XVII. The officer commanding the watch will cause two general rounds to be made ; the first: by the officer second in command, the other by the officers or persons next in command. In these the Masts, sails and pumps are to be visited, as well as every other matter done, that shall be deemed necessary. 
"
usn-1798-00210,"XVIII. Whenever any event happens, whether by night or in the day, which has not been foreseen by the captain of the vessel, the officer will render him an account thereof upon the instant, and wait his orders if the case will admit of it. 
"
usn-1798-00211,"XVIV. The officer who takes the first watch is to receive the orders of the captain. If the ship is in a foreign road or port or at sea or elsewhere, the officer of the watch will neither suffer any boat with oars, or other vessel to come on board or go from on board without being present, and without advertising the captain thereof. 
"
usn-1798-00212,"Regulations respecting the form and mod of keeping the Log-book and journals on board of Ships, frigates or other vessels of the United States. 
"
usn-1798-00213,"For the purpose qf establishing uniformity in all parts of the sea service, the President orders as follows, viz. 
"
usn-1798-00214,"I. The quarter bill, log-tables or book, the captain's joumal, and the journal of the officers, and midshipmen on board the ships and vessels of the United States, will be kept conformable to the models annexed to these regulations. 
"
usn-1798-00215,"II. The commanding officer of the watches on board of ships or vessels of the United States, will cause to be entered in the log-book by the sailing mafier or his mates, all the observations he has made, and will sign at the end of his watch these different observations (if demanded by the master or his representative) in the digesting of which he will pay the greatest attention, and is made responsible for any fault or negligences which may be committed. 
"
usn-1798-00216,"III. The commanders of vessels of the United States, will cause to be laid before them the first and fifteenth of every month, the journals of the sea lieutenants masters, midshipmen and voluntcers embarked under their orders, and to ascertain that the intention of the President has been complied with, they will examine the  said journals every time that they are presented and with their own, will send them to the department for the Sccretary of War, at the end of the expedition or cruise. 
"
usn-1798-00217,"IV. The Secretary for the department of war, may cause the said journals to be examined by officers or persons qualified to form a judgment of the same, who will report their opinion to the Secretary, of the exactitude which each officer, sailing master or other person has observed in his journal, as well as on the observations or remarks which they have made on the different objects. 
"
usn-1798-00218,"v. If any of the said journals contain observations or remarks which may contribute to the improvement of geography, such as ascertaining the latitude and longitude, fixing or rectifying the position of places supported by original observations and calculations which prove their justness, the heights and views of land, charts, plans or discriptions of any port, anchorage ground, coasts, islands or danger little known; remarks relative to the direction and effects of currents, tides, winds and other object interesting to navigation, the officers or persons appointed to examine them, will make extracts of whatever appears to merit to be preserved, and after these extracts have been communicated to the officer or author of the journal from which they have been drawn, and that he has certified in writing to the fidelity of his journal, as well as of the charts, plans, and views which he has joined to it, the same shall be signed by the officers and examiners, and transmittcd with their opinipn thereon to the Secretary for the department of War, to be preserved in the general depot of charts, plans and journals.
"
usn-1798-00219,"especial Duties of certain Officers. 
"
usn-1798-00220,"OF THE BOATSWAIN 
"
usn-1798-00221,"I. The boatswain will receive into his special charge the rigging, cables, cordage, anchors, sails, boats, &c. and will give an indent or receipt for the same to be lodged with the keeper of the general magazine. 
"
usn-1798-00222,"II. He will not cut up any cordage or canvass without an order in writing from the Captain, and under the inspection of the master, and will always have in reserve a good quantity of small plats for the security of the cables.  
"
usn-1798-00223,"III.  He and his Mates are to assist in relieving the watch, and see that the working of the ship be performed with as little confusion as may be. 
"
usn-1798-00224,"IV.  His accounts are to be audited and vouched by the Captain and master, and presented to the proper officer to examine them, and until such accounts are passed he is not to receive his wages.  
"
usn-1798-00225,"OF THE  MASTER SAIL-MAKER.  
"
usn-1798-00226,"I.  He will with his Mate and crew examine all the sails that are brought on board, and attend all surveys and conservation of sails.  
"
usn-1798-00227,"II. He will always in due time repair and keep the sails fit for service. 
"
usn-1798-00228,"III. He will see that they are dry when put into the storeroom ; will have them frequently taken up and aired ; and see that they are secured from drips, damps and vermin as much as possible. 
"
usn-1798-00229,"IV.  When any sails are to be returned into the public store, he is to attend the delivery of them for their greater safety.  
"
usn-1798-00230,"0F  THE  GUNNER.  
"
usn-1798-00231,"I.  He will apply under orders to the superintendant of military stores and receive from him, the ordnance, mmunition, small rms, and other stores allowed for the voyage, and should any part thereof be unfit for use or service, he will immediately represent the same to the Captain in order to its being surveyed and returned. 
"
usn-1798-00232,"II. He will see that the powder room be well secured, and in proper order before the powder is brought into the ship. 
"
usn-1798-00233,"III. He will lodge the powder in copper hooped barrels in the ground-tier , he will see that the door of the powder-room be fast locked, the scuttles well shut and covered, and deliver the keys to the Captain. 
"
usn-1798-00234,"IV. He will seasonably advise the Captain when any powder comes on board ; he will not remove powder, prepare fuzes or the like without directions, and will see that the fire and candles be extinguithed, and the centinels posted agreeably to 
"
usn-1798-00235,"orders. 
"
usn-1798-00236,"V. He will not go or send any one into the powder room ,without the orders of the Captain or officer authorized by the captain, to issue orders, and will take care that those who go there have nothing about them that will strike fire in falling. 
"
usn-1798-00237,"VI. He will not fill more than three rounds of parchment or other cartridges, at a time, unless the particular situation in which the ship may be induced the Captain to order greater number. 
"
usn-1798-00238,"VII. When he receives additional stores, they are not to be used unless the old are expended.
"
usn-1798-00239,"VIII. He will not suffer empty powder-barrels to be staved, but will preserve them to shift such as may be decayed.
"
usn-1798-00240,"IX. He will by direction of the Captain allow a proper quantity of powder and shot for exercise.
"
usn-1798-00241,"x. He will in time of action reduce the allowance of powder by degrees until the same be lessened to one fourth the Weight of the shot agreeable to the strength of the powder or particular kind of cannon, receiving his order from the Captain. He will not swab a gun when it becomes hot, for fear of splitting it. 
"
usn-1798-00242,"XI. He will takc ecare that the guns be placed upon their proper carriages, and fiand a proper height from the sill of the port. 
"
usn-1798-00243,"XII. He will not scale the gun oftener than the ship is refitted unless upon extraordinary occasion and with the Captains orders; and when they are loaded for service, he will see them well tampioned, and the vents filled with oakum. 
"
usn-1798-00244,"XIII. He will pay over, with a coat of warm tar and tallow mixed, such guns as are struck in the hold. 
"
usn-1798-00245,"XIV. He will take care of the stores committed to his keeping ; no waste that is not perishable will be allowed him, only reasonable wear ; and if any accident, it must be vouched by a council and the Captain. 
"
usn-1798-00246,"XV. He is to keep a book of expenditures, and will express the stores that may be expended in words at length and not in figures. 
"
usn-1798-00247,"ri. He will keep the boxes of grape-shot and hand-granadoes in a dry place. 
"
usn-1798-00248,"II. He will observee upon the guns the notches or sights upon the base or muzzle rings, for the better guiding the aim. 
"
usn-1798-00249,"III. He will not load the gun with unfixt mixtures, which always endangers their splitting. 
"
usn-1798-00250,"XIX. He will not start the hand-granadoes, but return what are left at the end of the voyage, in the same manner that he received them. 
"
usn-1798-00251,"xx. When the ship wants new supplies, he will draw out an account, with an inventory of what remains, present the same to the Captain, which he is to vouch and transmit to the Secretary for the Department of War, for his orders. 
"
usn-1798-00252,"XXI. He will make oui half yearly, an abstract of his account. 
"
usn-1798-00253,"XXII. He will keep what are called the gunnery apartments or store rooms, &c. in good order, and suffer none to lie there without authority, and see that the centinel to it performs his duty. 
"
usn-1798-00254,"XXIII. He will be frugal of his match and burn no more than is allowed and that over a tub of water. 
"
usn-1798-00255,"XXV. He will after an engagement procure a survey to be made of the powder in general. He will keep an inventory of all the arms; and utensils sent out of the ship, and get the same signed by the officer appointed to command the detachment, and witnessed by the Captain's Clerk. 
"
usn-1798-00256,"XXVI. When the ship comes into port to be refitted, &c. he will get her cleared of the guns and other ordnance stores, as soon as possible. 
"
usn-1798-00257,"XXVII. He will take care that the store be safely returned, and will, with the Armourer, attend the store-keeper, when his stores so returned are surveyed on shore, and will sign the remains. 
"
usn-1798-00258,"XXVIII. At the end of the voyage he will deliver his accounts to the proper accounting officer. 
"
usn-1798-00259,"XXIX. If he has cause of complaint against any of the officers of the ship, with relation to the disposition of the stores under his charge ; he will represent the same to the Captain of the ship, who shall transmit it to the Secretary for the Department of War. 
"
usn-1798-00260,"OF THE ARMOURER. 
"
usn-1798-00261,"I He will assist the Gunner in the survey and receipt of the small arms, and to keep them clean and in good order. 
"
usn-1798-00262,"II. In foreign parts, if the small arms want repairs which cannot be done on board, and which the Captain shall order to be done on shore, the Armourer and Gun-smith must attend to see the reparations well executed. 
"
usn-1798-00263,"III. When the small arms are returned into the public store, the Gunner and Armourer must produce certificates from the superintendant of military stores or his agent, who may receive them, that they are returned clean and in good order. 
"
usn-1798-00264,"OF THE CARPENTER. 
"
usn-1798-00265,"I. He will, conformable to the regulations, be responsible for the care and preservation of the ship's hull, masts, &c. and nd all stores committed to his keeping. 
"
usn-1798-00266,"II. He will visit and inspect all parts of the ship daily, and see that things are securcd, caulked, &c. 
"
usn-1798-00267,"III. He will be vigilant in an engagement:, and have all materiaals ready to repair damages and to plug up shot holes, &c.
"
usn-1798-00268,"OF THE MASTER AT ARMS. 
"
usn-1798-00269,"I. He will daily, and by returns (as the Captain shall order) exercise the petty officers, and ship's company. 
"
usn-1798-00270,"II. He will place and relieve centinels ; he will mount with the guard, and see that the arms be kept in good order. 
"
usn-1798-00271,"III. He will see that the fire and candles be put out in proper season, according to the regulations and orders of the Captain. 
"
usn-1798-00272,"IV. He will visit all vessels coming to the ship and prevent the seamen going from the ship without leave. 
"
usn-1798-00273,"V. He will acquaint the officer of the watch with all irregularities in the ship which shall come to his knowledge. 
"
usn-1798-00274,"0F THE COOK. 
"
usn-1798-00275,"I. He will have charge of the steep-tub, and is answerable for the meat put therein. 
"
usn-1798-00276,"II. He will see the meat duly watered and the provisions carefully and cleanly boiled, and delivered to the men agreeably to regulations. 
"
usn-1798-00277,"III. He will secure the steep-tub in stormy weather so that it may not be washed overboard; should it so happen to be lost without his fault, the Captain must certify to it, and he is to make oath to the number of pieces so lost, that it may be allowed in the Purser's accounts. 
"
usn-1798-00278,"OF THE PURSER. 
"
usn-1798-00279,"I. The Purser, as often as the ship is ordered to be fitted out for sea, is to see that no part of the provisions intended for the voyage be used ; but is to apply to the person appointed to furnish provisions to her while in port for the necessary supplies. 
"
usn-1798-00280,"II. He is to enter no man on his books, or supply him with provisions, but by note in writing from the Captain's clerk, or commanding officer on board, which shall express that the person is borne on the muster-roll or roll of the crew. 
"
usn-1798-00281,"III. He is to take care to furnish an estimate in time for and get the full quantity of provisions, water-casks, &c. 
"
usn-1798-00282,"IV. He will not receive or give receipts for any provisiions, which shall not have been surveyed under his immediate inspection. He will also in every case take the marks of the casks, and enter the time of survey and person providing and delivering them, and when received. 
"
usn-1798-00283,"v. If the ship cannot contain all her provisions, he is to certify the same, and the quantity short of each species ordered, and send a duplicate to the Secretary for the Department of War. 
"
usn-1798-00284,"VI. He is to procure certificates under the signature of the commander and master, of the quantity of provisions received into the ship, to be produced to the accounting officers. 
"
usn-1798-00285,"VII. He is to provide the ship with coals, wood, turnery-ware, candles, lanthorns, &c. to enable him to do which, he is to be advanced out of the contingent fund, a certain sum from time to time, for which he is to be accountable. 
"
usn-1798-00286,"VIII. He is in settling his accounts for this advance, to produce vouchers for its expenditure, and will charge the persons who shall destroy or lose any of the said articles, with the value thereof, to be deducted out of their wages or pay. 
"
usn-1798-00287,"IX. He is to be careful to inspect the good order, stowage and preservation of provuions, and that the oldest be expended first.
"
usn-1798-00288,"X. If any of the provisions become unfit for use, he is immediately to report the circumstances to the commander, and require a survey upon the same, agreeably to the regulations. 
"
usn-1798-00289,"XI. Condemned provisions are not to be thrown overboard, except cheese and salt-fish, if the ship is at or near any victualling port, but the same is to be returned to the agent or public store. The same is to be done if the ship is at sea, and an agent from victualling vessels be in company; but if there be no agent, where a supply is procured, or he shall refuse to receive them, he may then, by warrant from the commander of the squadron, or from his own captain, if the ship be alone, cause the said provisions to be flung overboard, taking a certificate of the quantity, and also an account when, where, and from whom the said provisions were received, and himself or steward must make oath to the quantity fo thrown overboard. 
"
usn-1798-00290,"XII. Condemned butter is never to be flung overboard, but returned into store, unless the boatswain shall want of it for the ship's use, and then he must be charged therewith, and the order for the same signed by the commander. 
"
usn-1798-00291,"XIII. Leakage of beer must be surveyed by warrant from the captain to the master and two or more officers of the ship, who are to report under their hands on the back of the said warrant, the quantity leaked out and the reason and occasion of the leakage: The cooper's oath is also required thereto. 
"
usn-1798-00292,"XIV. He is to transmit to the accounting officers duplicates of all orders, reports, certificates &c. relating to surveys attested, reserving the originals in his own hands for the passing his accounts. 
"
usn-1798-00293,"XV. If any species of provisions or necessaries fall short, and the want thereof is supplied out of another species, when the ship receives a supply, he must replace a like quantity of the species taken away so as to complete the full complement of each. 
"
usn-1798-00294,"XVI. If a cask of beef or pork, fall short of the contents marked on the head, he must have a survey, by warrant from the captain, and report the same, and either himself or steward is to make oath at the foot of the survey to the truth thereof; and that none of the said casks were opened, or any pieces taken out, before the time of the survey, to the best of their knowleJge. And after such a discovery as this, it is required, that an exact account be exhibited of the number of pieces of beef and pork, in all the casks that shall be expended, and a true balance thereof delivered to to the proper accounting officer, having charge of the victualling department.  
"
