id,text,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10
usn-1800-00007,"art. i1p. any officer, or other person in the navy, who sh& be guilty of oppression, cruelty, fraud, profane swearing, drunkenness, or any other scandalous conduct, tending to the destruction of good morals, shd, if an officer, be cashiered, or s d e r  as  adjudge; if a private, shall be put in irons, or bogged, at the discretion of the captain, not exceeding twelve lashes; but if the offence r e q w e severer punishment, he shall be tried by a court martid, and sufter  said court shall inflict.
",,,,,,,,,,
usn-1800-00008,"art. n.every commander or other officer who shall, o:pksupon signal for battle, or on the probability of an engage- zn*. ment,neglecttoclearhisshipforaction,orshallnotuse his utmost exertions to bring his ship to battle, or shall fail to eacourage, in his own person, his inferior officers and men to fight courageously, such offender shall suffer death, or  as  adjudge; or any officer neglecting, on sight of any vessel or vessels of an enemy, to clear his ship for action, shall suffer   adjudge; and if any person in the navy shall treacherously yield, or pusillanimously cry for quarters, he shall suffer death, on conviction thereof, by a general court martial.
",,,,,,,,,,
usn-1800-00009,"art. v. every officer or private who shall not pro erly dlsobediencain observetheordersofhiscommandingofficer,orshahnot timeof use his utmost exertions to carry them into execution, when ordered to prepare for, join in, or when actuall~ engaged in battle; or shall a t such time, basely desert i s duty or station, either then, or while in sight of an enemy, or shall induce others to do so, every person so offendin shall, on conviction thereof by a general court martmf a d e r death or  as the said court shall adjudge.
",,,,,,,,,,
usn-1800-00010,"art. vi. every officer or private who shall thropgh cowardice, negligence, or disaffection in time of action, withdraw from, or keep out of battle, or shall not do his utmost to take or destro every vessel which it is his duty to encounter, or shaenot do his utmost endeavour to afford relief to ships belonging to the united states, every such offender shall, on conviction thereof by a generalcourtmartial,sufferdeath,orsuchother punish- ment as the said court shall adjudge.
",,,,,,,,,,
usn-1800-00011,"art. vii. the commanding officer of every ship or vessel in the navy, who shall capture, or seize upon any vessel as a prize, shall carefully preserve all the papers found on board, and transmit the whole of the originals unmutilated to the judge of the district to which such prize is ordered to proceed, and shall transmit to the navy department, and to the agent appointed to pay the prize money, complete lists  entitled to a share of the capture, inserting therein the quality of every person rating, on pain of forfeiting his whole share of the prize money resulting from such capture, and suffering such further punishment as  adjudge.
",,,,,,,,,,
usn-1800-00012,"art. viii. no person in the navy shall take out of a prize, or vessel seized as prize, any money, plate, goods, or any part of her rigging, unless it be for the better preservation thereof, or absolutely necessary for the use of any of the vessels of the umted states, before the same shall be adjudged lawful prize by a competent court; but the whole, without fraud, concealment, or embezzlement, shall be brought in, and judgment passed thereon, upon pain that every person offending herein shall forfeit his share of the capture, and suffer such further punishment as a court martial, or the court of admiralt in which the prize is adjudged, shall impose.
",,,,,,,,,,
usn-1800-00013,"art. ix. no person in the navy shall strip of their clothes, or pillage, or in any manner maltreat persons taken on board a prize, on pain of   adjudge.
",,,,,,,,,,
usn-1800-00014,"art. x. no person in the navy shall give, hold, or entertain any intercourse or intelhgence to or with any enemy or rebel, without leave from the president of the united states, the  navy, the com- mander in chief of the fleet, or the commander of a squadron; or in case of a vessel acting singly from his commanding officer, on pain of death, or  as  adjudge.
",,,,,,,,,,
usn-1800-00015,"art. xi. if any letter or message from an enemy or rebel, be conveyed to any officer or private of the navy, and he shall not, within twelve hours, make the same known, having opportunity so to do, to his superior or commanding officer; or if any officer commanding a ship or vessel, being acquainted therewith, shall not, with all convenient speed, reveal the same to the , commander of a squadron, or other proper officer whose duty it may be to take cognizance thereof, every such offender shall suffer death, or  as  adjudge.
",,,,,,,,,,
usn-1800-00016,"art. xii. spies, and all persons who shall come or be found in the capacity of spies, or who shall bring or deliver any seducing letter or message from an enemy or rebel, or endeavour to corrupt any person in the navy to betray his trust, shall suffer death, or  as  adjudge.
",,,,,,,,,,
usn-1800-00017,"art. xiii. if any person in the navy shall make or attempt to make any mutinous assembly, he shall on conviction thereof by a court martial, suffer death; and if any person as aforesaid shall utter any seditious or mutinous words, or shall conceal or connive at any mutinous or seditious practices, or shall treat with con- tempt his superior, bemg in the execution of his office; or being witness to any mutiny or sedition, shall not do his utmost to suppress it, he shall be punished .
",,,,,,,,,,
usn-1800-00018,"art. xiv. no officer or private in the navy shall disobey the lawful orders of his superior officer, or strike him, or draw, or offer to draw, or raise any weapon against him, while in the execution  his office, on paln of death, or  as .
",,,,,,,,,,
usn-1800-00019,"art. xv. no person in the navy shall quarrel with any other person in the navy, nor use provoking or reproachful words, gestures, or menaces, on pain of  a court martial shdl adjudge.
",,,,,,,,,,
usn-1800-00020,"art. xvi. if any person in the navy shall desert to an enemy or rebel, he shall suffer death.
",,,,,,,,,,
usn-1800-00021,"art. xvii. if any person in the navy shall desert, or shall entice others to desert, he shall suffer death, or  as  adjudge; and if any officer or other person belonging to the navy, shall receive or entertain any deserter from any other vessel of the navy, knowing him to be such, and shall  not, with all convenient speed, give notice of such deserter to the commander of the vessel to which he belongs, or to the commander in chief, or to the commander of the squadron, he shall on conviction thereof, be cashiered, or be punished . all offences committed by persons belonging to the navy wlde on shore, shall be punished in the same manner as if ahey had been committed at sea.
",,,,,,,,,,
usn-1800-00022,"art. xviii. if any person in the navy shall knowingly make or sign, or shall aid, abet, direct, or procure the making or signing of any false muster, or shall execute, or attempt, or countenance any fraud against the united states, he shall, on conviction, be cashiered and rendered forever incapable of any future employment in the service of the united states, and shall forfeit all the pay and subsistence due him, and suffer  as .
",,,,,,,,,,
usn-1800-00023,"art. xix. if any officer,or other person in the navy, shall, through intention, (a) negligence, or any other fault, suffer any vessel of the navy to be stranded, or run upon rocks or shoals, or hazarded, he shall suffer   adjudge.
",,,,,,,,,,
usn-1800-00024,"art. xx. if any person in the navy shall sleep upon his watch, or negligently perform the duty assigned him, or leave his station before regularly relieved, he shall suffer death, or   adjudge; or, if the offender be a private, he may, at the discretion of the captain, be put in irons, or flogged not exceeding twelve lashes.
","usn-1775-00036 (0.093): if any person shall sleep upon his watch, or negligently perform the duty which shall be enjoined him to do, or forsake his station, he shall suffer   judge proper to inflict, according to the nature of his offence.
",,,,,,,,,
usn-1800-00025,"art. xxi. the cnme of murder, when committed by any officer, seaman, or marine, belonging to any public s h p or vessel of the united states, without the territorial jurisdiction of the same, may be punished with death by the sentence of a court martial.
",,,,,,,,,,
usn-1800-00026,"art. xxii. the officers and privates of every ship or vessel, appointed as convoy to merchant or other vessels, shall diligently and faithfully discharge the duties of their appointment, nor she1 they demand or exact any compensation for their services, nor maltreat any of the officersor crews of such rnefchant or other vessels, on pain of maklng such reprtratlon as a court of admiralty may award, and of suffering such further punishment as  adjudge.
",,,,,,,,,,
usn-1800-00027,"art. xxiii. if any commander or other officer shall receive or permit to be received, on board his vessel, any goods or merchandise, other than for the sole use of his vessel, except gold, silver, or jewels, and except the goods or merchand~seof vessels whch may be in distress, or shipwrecked,or in immlnent danger of being shipwrecked, in order to preserve them for their owner, without orders from the president of the united states or the navy department, he shall, on conviction thereof, be cashiered, and be incapacitated forevor afterwards, for any place or office in the navy.
",,,,,,,,,,
usn-1800-00028,"art. xxiv. if any person in the navy shall waste, embezzle, or fraudulently buy, sell,.or receive anp am- muniton, provisions, or other pubhc stores; or if m y officer or other person shall, knowingly, permit through design, negligence, or inattention, any such waste, embezzlement, sale or receipt, every such person shall forfeit all the pay and subsistence then due him, and suffer such further punishment as  direct.
",,,,,,,,,,
usn-1800-00029,"art.xxv. if any person in the navy shall unlawfui1y set fire to or burn any kind of public property, not then in the possession of an enemy, pirate, or rebel, he shall suffer death: and if any person shall, in any other manner, destroy such property, or shall not use his best exertions to prevent the destruction thereof by others, he shall be punished .
",,,,,,,,,,
usn-1800-00030,"art. xxvi. any theft not exceeding twenty dollars may be punished at the discretion of the captain, and above that sum, as  direct.
",,,,,,,,,,
usn-1800-00031,"art. xxvii. if any person in the navy shall, when on shore, plunder, abuse, or maltreat any inhabitant, or injure his property in any way, he shall suffer   adjudge.
",,,,,,,,,,
usn-1800-00032,"art. xxviii. every person in the navy shall use his utmost exertions to detect, apprehend, and bring to punishment all offenders, and shall at all times, aid and assist all persons appointed for this pu ose, on pain of   adjudge.
","usn-1775-00040 (0.152): the captain, officers, and others, shall use their utmost endeavours to detect, apprehend, and bring to punishment, all offenders, and shall at all times readily assist the officers appointed for that purpose in the discharge of their duty, on pain of being proceeded against, and punished by a court-martial at discretion.
",,,,,,,,,
usn-1800-00033,"art. xxix. each commanding officer shall, whenever a seamen enters on board, cause an accurate entry to be made in the ship's books, of his name, tlme, and term of his service; and before sailing transmit to the  navy, a complete list or muster roll  under his command, with the date of their entering, time and terms of their service annexed; and shall cause similar lists to be made out on the first day of every second month, to be transmitted to the  navy, as opportunities shall occur; accounting in such lists or muster rolls, for any casualties which may have taken place since the last list or muster roll. ht! shall cause to be accurately minuted on the ship's books, the names of, and times at which anideath or desertion may occur; and in case of death, shall take care that the purser secure all the property of the deceased for the benefit of his legal representative or representatives. he shall cause frequent inspections to be made into the condition of the provisions, and use every precaution for its preservation. he shall, whenever he orders officers and men to take charge of a rize, and proceed to the unitedstates,and whenever officers or men are sent from his ship from whatever cause, take care that each man be furnished with a complete statement of his account, specifying the date of his enlistment, and the period and terms of his service; which account shall be signed by the commanding officer and purser. he shall cause the rules for the government of the navy to be hung up in some public part of the ship, and read once a month to his shp's company. he shall cause a convenient place to be set apart for sick or disabled men, to which he shall have them removed, with their hammocks and bedding, when the surgeon shall so advise, and shall direct that some of the crew attend them and keep the place clean; and if necessary, shall direct that cradles, and buckets with covers, be made for their use: and when his crew is finally paid off, he shall attend in person, or appoint a proper officer, to see that justice be done to the men, and to the united states, in the settlement of the ac- counts. any commanding officer, offending herein, shall be punished .
",,,,,,,,,,
usn-1800-00034,"art. xxx. no commanding officer shall, of his own authority, discharge a commissioned or warrant officer, nor strike, nor punish him otherwise than by suspension or confinement, nor shall he, of his own authority, inflict a punishment on any private beyond twelve lashes with a cat-of-nine-tails, nor shall he suffer any wired, or other than a plain cat-of-nine-tails, to be used on board his ship; nor shall any officer who may command by acci- dent, or in the absence of the commanding officer (except such commander be absent for a time by leave) order or inflict any other punishment than confinement,for which he shall account on the return of such absent commanding officer. nor shall any commanding officer receive on board any petty officers or men turned over from any other vessel to him, unless each of such officers and men produce to him an account signed by the captain and purser of the vessel from which they came, specifying the dat,eof such officer's or man's entry, the period and terms of service, the sums paid and the balance due him, and the uality in which he was rated on board such ship. nor sha9l any commanding officer, having received any petty o5cer or man as aforesaid, rate him in a lower or worse station than that in which he former1 served.
",,,,,,,,,,
usn-1800-00035,"art. xxxi. any master at arms, or other person of whom the duty of master at arms is rewuired, who shall refuse to receive such prisoners as shall1e committed to his charge, or having received them, shall suffer them to escape, or dismiss them without. orders from proper authority, shall suffer in such prisoners' stead, or be punished? otherwise . 
","usn-1775-00039 (0.189): any master at arms who shall refuse to receive such prisoner or prisoners, as shall be committed to his charge, or having received them, shall suffer him or them to escape, or dismiss them without orders for so doing, shall suffer in his or their stead, as  order and direct.
",,,,,,,,,
usn-1800-00036,"art. xxxii. alcrimes commtted by persons belonging to the navy, which are not specified in the foregoing articles, shdl be punished according to the laws and customs in such cases at sea.
","usn-1775-00041 (0.193): all other faults, disorders, and misdemeanors, which shall be committed on board any ship belonging to the thirteen united colonies, and which are not herein mentioned, shall be punished according to the laws and customs in such cases at sea.
",,,,,,,,,
usn-1800-00037,"art. xxxiii. all officers,not holding commissions or warrants, or who are not entitled to them, except such as are tem~orarilva ~ ~ o i n t etod the duties of a com- missioned & warrint gfficer, are deemed petty officers.
",,,,,,,,,,
usn-1800-00038,"art. xxxiv. any person entitled to wages or prize money, may have the same paid to his assignee, provided the assignment be attested by the captain and purser; and in case of the assignment of wages, the power shall specify the precise time they commence. but the com- mander of every vessel is required to discourage his crew from selling any part of their wages or prize money, and never to attest any power of attorney, until he is satisfied that the same is not granted in consideration of money given for the purchase of wages or prize money.
","rn-1790-00141 (0.111):  xv. he is to discourage the seamen of his ship from selling any part of their wages, by all ways and means discourage the possible, and never to attest to the letter of attorney selling their of any seaman, until he is fully satisfied that the same wages. is not granted in consideration of money given for the purchase of his wages.
","usn-1775-00015 (0.153): any officer, seamen, or others, intitled to wages or prize money, may have the same paid to his assignee, provided the assignment be attested by the captain or commander, the master or purser of the ship, or a chief magistrate of some county or corporation.
","usn-1775-00016 (0.154): the captain is to discourage the seamen of his ship from selling any part of their wages or shares, and never to attest the letter of attorney of any seaman, until he is fully satisfied that the same is not granted in consideration of money given for the purchase of his wages or shares.
",,,,,,,
usn-1800-00039,"art. xxxv. general courts martial may be convened as often as the president of the united states, the secre- tary of the navy, or the , or commander of a squadron, while acting out of the united states, shall deem it necessary: pro:rided, that no general court martial shall consist of more than thirteen, nor less than five members, and as many officers shall be summoned on every such court as can be convened with- out injury to the service, so as not to exceed thirteen, and the senior officer shall always preside, the others ranking agreeably to the date of their commissions; and in no case, where it can be avoided without injury to the serv- ice, shall more than one half the members, exclusive of the president, be junior to the officer to be tried.
",,,,,,,,,,
usn-1800-00040,"art. xxxvi. each member of the court, before pro- ceeding to trial, shall take the following oath or affirma- tion, which the judge advocate or person officiating as such, is hereby authorized to administer. ""i,a.b.doswear(ora h )thatiwilltrulytry, without prejudice or partiality, the case now depending, according to the evidence which shall come before the court, the rules for the government of the navy, and my own conscience; and that i will not by any means divulge or disclose the sentence of the court, until it shall have been approved by the proper authority, nor will i at any time divulge or disclose the vote or opinion of any particular member of the court, unless required so to do before a court of justice in due course of law."" this oath or affirmation being du1l administered, the person officiating as such. ""i, a. b. do swear (or affirm) that i will keep a true record of the evidence even to and the proceedings of this court; nor will i divulge or b any means disclose the sentence of the court untll it sha31have been approved by the proper authority; nor will i at any time divulge or disclose the vote or opinion of any particular member of the court, unless required so to do before a court of justice in due course of law.""
",,,,,,,,,,
usn-1800-00041,"art. xxxvii. all testimony given to a general court martial shall be on oath or afimation, whch the presi- dent of the court is hereby authorized to administer, and if any erson shall refuse to give his evidence as aforesaid, or shap1prevaricate, or shall behave with contempt to the court, it shall and may be lawful for the court to imprison such offenderat their discretion; provided that the imprisonment in no case shall exceed two months: and every person who shall commit wilful perjury on examination on oath or a h a t i o n before such court, or who shall corruptly procure, or suborn any person to commit such wilful perjury, shall and may be prosecuted by indictment or information in any court of justice of the united states, and shall suffer such penalties as are authorized by the laws of the united states in case of perjury or the subornation thereof. and in every prose- cution for perjury or the subornation thereof under this act, it shall be sufficient to set forth the offence charged on the defendant, without setting forth the authority by which the court was held, or the particular matters brought or intended to be brought before the said court.
",,,,,,,,,,
usn-1800-00042,"xxxviii. all charges, on which an application for a general court martial is founded, shall be exhibited in writing to the proper officer, and the person demanding the court shall take care that the person accused be furnished with a true copy of the charges, with the speci- fications, a t the time he is put under arrest, nor shall any other charge or charges, than those so exhibited, be urged against the person to be tried before the court, unless it appear to the court that intelhgence of such charge had not reached the person demanding the court, when the person so to be tried was put under arrest, or that some witness material to the support of such charge, who was at that time absent, can be produced; in which case, reasonable time shall be given to the person to be tried to make his defence a ainst such new charge. every officer so arrested is to deliver up his sword to his commanding officer, and to confine himself to the bmits assigned him, under pain of dismission from service.
",,,,,,,,,,
usn-1800-00043,"art. xxxix. when the proceedings of any general court martial shall have commenced, they shall not be suspended or delayed on account of the absence of any of the members, provided five or more be assembled; but the court is enjoined to sit from day to day, sundays excepted, until sentence be given: and no member of said court shall, after the proceedings are begun, absent himself therefrom, unless in case of sickness or orders to go on duty,from a superior officer, on pain of being cashiered.
",,,,,,,,,,
usn-1800-00044,"art. xl. whenever  sentence any officer to be suspended, the court shall have to suspend his pay and emoluments for the whoyeo,weor r any part of the time of his suspension.
",,,,,,,,,,
usn-1800-00045,"art. xli. all sentences of courts martial, which shall extend to the loss of life, s h d require the concur- rence of two thirds of the members present; and no such sentence shall be carried into execution, until codkmed by the president of the united states; or if the trial take place out of the united states, until it be confirmed by the commander of the fleet or squadron: all other sentences may be determined by a myority of votes, and carried into executionon cohation of the commander of the fleet, or officer ordering the court, except such as go to the dismission of a commissioned or warrant officer, which are first to be approved by the president of the united states. not, for any one offence not capital, i n f k t a punishment beyond one hundred lashes. 
",,,,,,,,,,
usn-1800-00046,"art. xlii. the president of the united states, or when the trial takes place out of the united states, the commander of the fleet or squadron, shall possess full power to pardon any offence committed against these articles, after conviction, or to mitigate the punishment decreed by a court martial.
",,,,,,,,,,
usn-1800-00047,"sec.2. art. i. and be it further enacted, that courts of inquiry may be ordered by the president of the united states, the  na ,or the commander of a fleet or squadron, provided such court shall not consist of more than three members who shall be commissioned officers, and a judge advocate, or person to do duty as such; and such courts shall have power to summon witnesses, administer oaths, and punish contempt in the same manner as courts martial. but such court shall merely state facts, and not give their opinion, unless expressly required so to do in the order for convening; and the party, whose conduct shall be the subject of inquiry, shall have permission to cross examine all the witnesses.
",,,,,,,,,,
usn-1800-00048,"art. ii. the proceedings of courts of inquiry shall be authenticated by the signature of the president of the court and judge advocate, and shall, in all cases not capital, or extending to the dismission of a commis- sioned or warrant officer, be evidence before a court martial, provided oral testimony cannot be obtained.
",,,,,,,,,,
usn-1800-00049,"art.iii. the judge advocate, or person officiating as such, shall administer to the members the following oath or afhmation: ""you do swear, (or aerm)well and truly to examine and inquire according to the evidence, into the matter now before you, without partiality or prejudice."" after whch, the presrdent shall administer to the judge advocate, or v o n officiatingassuch, the follow- mg oath or a h a t i o n : ""you do swear (or affirm) truly to  record the proceedings of this court, and the evidence to be given in the case in hearing.""
",,,,,,,,,,
usn-1800-00050,"sec. 3 and be it further enacted, that in all cases where the crews of the ships or vessels of the united states shall be separated from their vessels, by the latter being wrecked, lost or destroyed, all the command, power, and authority given to the officers of such ships or vessels, shall remain and be in full force as effectually as if such ship or vessel were not so wrecked, lost, or destroyed, until such ship's company be regularly discharged from, or ordered again into the service, ot until  be held to inquire into the less of such ship or vessel; and if by the sentence of such court, or other satisfactory evidence, it shall appear that all of any  of such ship's company did their utmost to preserve her, and after the loss thereof behaved themselves agreeably to the discipline of the navy, then the pay and emoluments of such officers and men, or such of them as shall have done their duty as aforesaid, shall go on until their discharge or death; and every officer or prviate who shall, after the loss of such vessel, act contrary to the discipline of the navy, shall be punished , in the same manner as if such vessel had not been so lost.
",,,,,,,,,,
usn-1800-00051,"sec. 4 and be it further enacted, that all the pay and emoluments of such officers and men, of any of the ships or vessels of the united states taken by an enemy, who shall appear by the sentence of a court martial, or otherwise, to have done their utmost to preserve and defense their ship or vessel, and after the taking thereof, have behaved themselves obediently to their superiors, agreeably to the discipline of the navy, shall go on and be paid them until their death, exchange, or discharge.
",,,,,,,,,,
usn-1800-00052,"sec. 5. and be it further enacted, that the proceeds of all ships and vessels, and the goods taken on board of them, which shall be adjudged good prize, shall, when of equal or superior force to the vessel or vessels making the capture, be the sole property of the captors; and when of inferior force, shall be divided equally between the united states and the officers and men making the capture.
",,,,,,,,,,
usn-1800-00053,"sec. 6 . and be it further enacted, that the prize money, belonging to the officers and men, shall be distributed in the following manner:
",,,,,,,,,,
usn-1800-00054,"i. to the commanding officers of fleets, squadrons, or single ships, three twentieths, of which the commanding officer of the fleet or squadron shall have one twentieth, if the prize be taken by a ship or vessel acting under his command, and the commander of single ships, two twentieths; but where the prize is taken by a ship acting independently of such superior officer, the three twentieths shall belong to her commander.
",,,,,,,,,,
usn-1800-00055,"ii. to sea lieutenants, captains of marines, and sailing masters, two twentieths; but where there is a captain, without a lieutenant of marines, these officers shall be entitled to two twentieths and one third of a twentieth, which third, in such case, shall be deducted from the share of the officers mentioned in article no. 111. of this section.
",,,,,,,,,,
usn-1800-00056,"iii. to chaplains, lieutenants of marines, surgeons, pursers, boatswains, gunners, carpenters, and master's mates, two twentieths.
",,,,,,,,,,
usn-1800-00057,"iv. to midshipmen, surgeon's mates, captain's clerks, schoolmasters, boatswain's mates, unner's mates, card penter7smates, ship's stewards, saifmakers, masters at arms, armorers, cockswains, and coopers, three twenti- eths and an half.
",,,,,,,,,,
usn-1800-00058,"v. t o gunner's yeomen, boatswain's yeomen, quarter- masters, quartergunners, sag-maker's mates, sergeants and corporals of marines, drummers, fifers and extra petty officers, two twentieths and an half.
",,,,,,,,,,
usn-1800-00059,"vi. to seamen, ordinary seamen, marines, and all other persons doing duty on board, seven twentieths.
",,,,,,,,,,
usn-1800-00060,"vii. whenever one or more public ships or vessels are in sight at the time any one or more ships are taking a prize or prizes, they shall all share equally in the prize or prizes, according to the number of men and guns on board each ship in sight. no commander of a fleet or squadron shall be entitled to receive any share of prizes taken by vessels not under his immediate command; nor of such prizes as may have been taken by ships or vessels intended to be placed under his command, before they have acted under his immediate orders; nor shall a commander of a fleet or squadron, leaving the station where he had the com- mand, have any share in the prizes taken by ships left on such station, after he has gone out of the limits of his said command.
",,,,,,,,,,
usn-1800-00061,"sec7. and be itfurther enacted, that a bounty shall be paid by the united states, of twenty dollars for each person on board any ship of an enemy at the commence- ment of an engagement, which shall be sunk or de- stroyed by any ship or vessel belonging to the united states of equal or inferior force, the same to be divided among the officers and crew in the same manner as prize money.
",,,,,,,,,,
usn-1800-00062,"sec.8. and be itfurther enacted, that every officer, seaman, or marine, disabled in the line of his duty, shall be entitled to receive for life, or during hie disability, a pension from the united states according to the nature and degree of his disability, not exceeding one half his monthly pay.
",,,,,,,,,,
usn-1800-00063,"sec.9. and be it further enacted, that all money accruing, or which has already accrued to the united states from the sale of prizes, shall be and remain forever a fund for the payment of pensions and half pay, should the same be hereafter granted, to the officers and seamen who may be entitled to receive the same; and if the said fund shall be insufficient for the purpose, the public faith is hereby pledged to make up the deficiency; but if it should be more than sufficient, the surplus shall be ap- plied to the making of further provision for the comfort of the disabled officers, seamen, and marines, and for such as, though not disabled, may merit by their bravery, or long and faithful services, the gratitude of their country.
",,,,,,,,,,
usn-1800-00064,"sec.10. and be it further enacted, that the said fund shall be under the management and direction of the  navy, the  treasury, and the secretary of war, for the time being, who are hereby authorized to receive any sums to which. the united states may be entitled from the sale of pnzes, and employ and invest the same, and the interest arising therefrom, in any manner which a majority of them may deem most advantageous. and it shall be the duty of the said commissioners to lay before congress, annually, in the first week of their session, a minute statement of their proceedings relative to the manage- ment of said fund.
",,,,,,,,,,
usn-1800-00065,"sec.11. and be itjurther enacted, that the act passed the second day of march, in the year one thousand seven hundred and ninety-nine, intituled ""an act for the government of the navy of the united states,"" from and after the first day of june next, shall be, and hereby is repealed.
","usn-1775-00001 (0.041): the congress resumed the consideration of the rules for the regulation of the navy of the united colonies, and the same being debated by paragraphs, were agreed to as follows:
","usn-1775-00002 (0.055): rules for the regulation of the navy of the united colonies
",,,,,,,,
usn-1800-00066,"approved april 23, 1800.
",,,,,,,,,,
usn-1802-00001," a commander in chief, or commander of a squadron.
",,,,,,,,,,
usn-1802-00002,"1. he is to inform the  navy of all his proceedings which relate to the service.
","rn-1790-00003 (0.053):  article i. the flag- officer, or commander in chief, is to inform the  admiralty all his proceedings that relate to the service, for the information of the lord high admiral, or lords commissioners of the admiralty.
","rn-1790-00385 (0.04):  vii. he is to inform the captain every day of the condition of his patients, especially if any of the distempers are infectious, that they may be sent out of the ship, or (if that cannot be done) separated from the rest.
",,,,,,,,
usn-1802-00003,"2. he is to correspond with the public offices, about such mattersasrelate to them, and send to them an account of all directions given by him, which concern the said offices.
","rn-1790-00004 (0.169):  ii. he is likewise to correspond with the several publick offices about such matters as relate to them ; and to send an account to them, as well as to the admiralty, of all directions given by him, which concern the said offices
",,,,,,,,,
usn-1802-00004,"3. he shall inform himself of the properties of the vessels in his squadron, that he may make use of them to advantageasoccasion may require.
",,,,,,,,,,
usn-1802-00005,"4. in order to facilitate the o rations for which the squadron is destined, its commandant shall take care to xtribute his orders to all the commanders under him, regulated by his instructions from the  navy.
",,,,,,,,,,
usn-1802-00006,"5. immediately on his receiving orders to sail, he shall execute it assoon as the weather will permit; and previous to his departure, he shall give an account to the  navy of the condition of his squadron, without omitting any essential circumstance.
",,,,,,,,,,
usn-1802-00007,"6. he shall suit his sails according to the knowledge he ought to have of the qualities of the ships, and circumstances of the weather, without obliging the heaviest sailors to an extraordinary exertion, from whence damage may result.
",,,,,,,,,,
usn-1802-00008,"7. when the fleet shall be divided into squadrons or divisions, all the ships shall regulate their motions by those of their respective chiefs.
",,,,,,,,,,
usn-1802-00009,"8. the commandant shall always maintain his squadron in a readiness to sail expeditiously; he shall from time to time visit the ships, as well to examine if they are in this due disposition, as to take care that they observe a good discipline.
",,,,,,,,,,
usn-1802-00010,"9. he may suspend from their employs, the captains of vessels, or any other officers under his command, who, by their bad conduct, or other motives, he shall think deserving of such a punishment; but must immediately transmit an account thereof to the  navy, specifying his reasons for so doing, and furnish the captain or officer suspended, with a copy thereof.
",,,,,,,,,,
usn-1802-00011,"10. the commandant of the squadron ought not to alter the appointmente assigned to the officers, at the time of fitting out, without the weightiest and well founded reasons.
",,,,,,,,,,
usn-1802-00012,"11. he is to preserve his instructions and particular orders, that he ahall have received during the campaign, and other papers relative to his government, in the most intelligible disposition.
",,,,,,,,,,
usn-1802-00013,"12. at the end of the cruise he shall transmit to the  navy a fair copy of all his official correspondence. he is to deliver to the  navy the journal of his navigation, which he is to make during the cruise with the greatest exactness.
",,,,,,,,,,
usn-1802-00014,"13. he is never to give orders to any captain to bear supernumeraries, unless there be good cause for it, which is to be expressed in the body of the order; and he is to inform the  navy when he gives such orders, and of his reasons for so doing.
","rn-1790-00005 (0.679):  iii. he is never to give orders to any captain to bear supernumeraries, unless there be just cause for it ; which is to be expressed in the body of the order ; and he is to inform the  admiralty when he gives such orders, and of his reasons for so doing. 
",,,,,,,,,
usn-1802-00015,"14. when he is at sea, he is frequently to exercise the ships under his command, and draw them into lines of battle, when the weather is fair, and the same can be done consistently with his cruising orders and without interruption to the voyage.
","rn-1790-00006 (0.696):  iv. when he is at sea, he is frequently to exercise the ships under his command, and draw them into lines of battle, when the weather is fair, and the same can be done without interruption to the voyage. 
",,,,,,,,,
usn-1802-00016,"15.  the ships of his squadron or division, and view the men on board, and see them mustered, asoften as he shall think necessary.
","rn-1790-00007 (0.593):  v.  the ships of his squadron or division, and view the men on board, and see them mustered , as often as he shall think necessary. 
",,,,,,,,,
usn-1802-00017,"16. when he is in foreign parts, where naval or other officers are established, he is to conform himself as much aapossible to the standing rules of the navy, in such directions as he shall have occasion to give them; and never to put them under any extraordinary expenses, unless the service should absolutely require the same.
","rn-1790-00008 (0.507):  vi. when he is in foreign parts, where naval or other officers are established, he is to conform himself, as according to much as possible, to the standing rules of the navy in such directions as he shall have occasion to give them; and never to put them upon any extraordinary expences , unless the service shall absolutely require the same.
",,,,,,,,,
usn-1802-00018,"17. he is never to interest himself in the purchase of any stores or provisions in foreign parts, where there are proper officers appointed for that service; except there shall be an  to make use of his credit or authority, to procure such provisions or stores as are wanted; but in that case, he shall not be so concerned as to have any private interest in the same.
","rn-1790-00009 (0.97):  vii. he is never to interest himself in the purchase of any stores or provisions in foreign parts, where there are proper officers appointed for that service, except  there shall be an  to make use of his credit or authority to procure such provisions or stores as are wanted ; but in that case he shall not be so concerned, as to have any private interest in the same.
","rn-1790-00098 (0.045):  xlvi. when the ship is in foreign parts, where there are no naval officers, and there shall be an  to careen her, the captain is to do it with the best husbandry, and not to hire any master shipwrights to supervise the work, which is to be done by the carpenter of the ship.
",,,,,,,,
usn-1802-00019," a captain or commander.
","rn-1790-00052 (0.091):  part ii. the captain or commander. 
",,,,,,,,,
usn-1802-00020,"1. when a captain or commander is appointed to command one of the united states ships, he is immediately to repair on board, and visit her throughout.
","rn-1790-00053 (0.14):  article i. when a captain, or commander, receives a commission to command one of his majesty's ships, he is immediately to repair on board, and visit her throughout, in company with his officers, and such of the officers of the yard, as the commissioner of the navy, or in his absence the chief officers of the yard, shall appoint, and inform himself of her condition, and in what manner she is to be fitted out for the sea.
",,,,,,,,,
